AKITA,1466.3
AOMORI,1541.9
CHIBA,2082.6
FUKUI,1691.0
FUKUOKA,1819.9
FUKUSHIMA,1825.3
GIFU,2080.6
HIKONE,1849.5
HIROSHIMA,1968.9
KAGOSHIMA,1866.8
KANAZAWA,1718.3
KOBE,2104.1
KOCHI,2126.3
KOFU,2306.6
KUMAGAYA,2215.2
KUMAMOTO,1886.2
KYOTO,1770.0
MAEBASHI,2227.4
MATSUE,1637.4
MATSUYAMA,1956.3
MITO,2081.5
MIYAZAKI,2044.3
MORIOKA,1726.8
NAGANO,2013.1
NAGASAKI,1726.0
NAGOYA,2151.5
NAHA,1602.3
NARA,1847.8
NIIGATA,1728.4
OITA,1912.7
OKAYAMA,2028.2
OSAKA,2162.6
SAGA,1868.8
SAPPORO,1753.6
SENDAI,1990.1
SHIZUOKA,2361.7
TAKAMATSU,2041.3
TOKUSHIMA,2124.3
TOKYO,2056.2
TOTTORI,1603.9
TOYAMA,1611.1
TSU,2103.3
UTSUNOMIYA,2049.4
WAKAYAMA,2139.7
YAMAGATA,1664.3
YAMAGUCHI,1785.1
YOKOHAMA,2188.3
