AKITA,1833.7
AOMORI,1877.4
CHIBA,1912.8
FUKUI,1777.1
FUKUOKA,1982.0
FUKUSHIMA,1926.8
GIFU,2195.9
HIKONE,1960.7
HIROSHIMA,2133.8
KAGOSHIMA,1971.2
KANAZAWA,1895.6
KOBE,2143.6
KOCHI,2134.7
KOFU,2216.1
KUMAGAYA,2143.4
KUMAMOTO,2070.0
KYOTO,1817.3
MAEBASHI,2190.9
MATSUE,1784.9
MATSUYAMA,2047.0
MITO,2088.6
MIYAZAKI,2045.0
MORIOKA,1882.9
NAGANO,1976.8
NAGASAKI,1959.3
NAGOYA,2208.7
NAHA,1665.6
NARA,1886.8
NIIGATA,1832.6
OITA,1980.1
OKAYAMA,2065.7
OSAKA,2101.2
SAGA,2041.9
SAPPORO,1987.7
SENDAI,2056.0
SHIZUOKA,2119.3
TAKAMATSU,2115.8
TOKUSHIMA,2146.2
TOKYO,1909.0
TOTTORI,1723.4
TOYAMA,1738.3
TSU,2110.7
UTSUNOMIYA,1948.1
WAKAYAMA,2177.6
YAMAGATA,1789.8
YAMAGUCHI,1952.9
YOKOHAMA,2020.7
