AKITA,1684.3
AOMORI,1669.1
CHIBA,2039.3
FUKUI,1755.2
FUKUOKA,1799.0
FUKUSHIMA,1751.4
GIFU,2131.7
HIKONE,1874.6
HIROSHIMA,1962.2
KAGOSHIMA,1750.5
KANAZAWA,1836.1
KOBE,2015.3
KOCHI,2066.4
KOFU,2357.9
KUMAGAYA,2255.4
KUMAMOTO,1860.6
KYOTO,1752.2
MAEBASHI,2216.3
MATSUE,1721.2
MATSUYAMA,1901.7
MITO,2202.3
MIYAZAKI,2009.7
MORIOKA,1805.5
NAGANO,2043.6
NAGASAKI,1711.1
NAGOYA,2159.5
NAHA,1538.9
NARA,1755.9
NIIGATA,1742.6
OITA,1860.8
OKAYAMA,2051.5
OSAKA,2058.2
SAGA,1877.1
SAPPORO,1819.6
SENDAI,1909.0
SHIZUOKA,2268.8
TAKAMATSU,1996.9
TOKUSHIMA,1995.6
TOKYO,2022.9
TOTTORI,1725.5
TOYAMA,1758.2
TSU,2148.3
UTSUNOMIYA,2088.5
WAKAYAMA,2042.0
YAMAGATA,1663.8
YAMAGUCHI,1769.7
YOKOHAMA,2125.0
