AKITA,1600.4
AOMORI,1659.6
CHIBA,2054.1
FUKUI,1763.5
FUKUOKA,2069.1
FUKUSHIMA,1777.2
GIFU,2177.7
HIKONE,1934.7
HIROSHIMA,2097.6
KAGOSHIMA,2027.2
KANAZAWA,1849.5
KOBE,2195.1
KOCHI,2218.3
KOFU,2357.0
KUMAGAYA,2294.8
KUMAMOTO,2069.3
KYOTO,1872.8
MAEBASHI,2246.8
MATSUE,1852.3
MATSUYAMA,2073.0
MITO,2144.7
MIYAZAKI,2224.0
MORIOKA,1639.5
NAGANO,1976.3
NAGASAKI,1931.6
NAGOYA,2221.0
NAHA,1646.0
NARA,1891.2
NIIGATA,1642.5
OITA,2070.0
OKAYAMA,2129.6
OSAKA,2184.6
SAGA,2034.9
SAPPORO,1819.9
SENDAI,1909.5
SHIZUOKA,2325.0
TAKAMATSU,2179.3
TOKUSHIMA,2259.0
TOKYO,2050.9
TOTTORI,1828.5
TOYAMA,1736.8
TSU,2181.0
UTSUNOMIYA,2035.4
WAKAYAMA,2204.6
YAMAGATA,1556.4
YAMAGUCHI,1988.9
YOKOHAMA,2174.6
