AKITA,1834.0
AOMORI,1570.5
CHIBA,1258.5
FUKUI,2670.0
FUKUOKA,1849.0
FUKUSHIMA,1091.5
GIFU,1779.0
HIKONE,1800.5
HIROSHIMA,1502.0
KAGOSHIMA,2063.0
KANAZAWA,2467.0
KOBE,1624.5
KOCHI,2686.0
KOFU,1423.5
KUMAGAYA,1324.5
KUMAMOTO,2154.5
KYOTO,1650.5
MAEBASHI,1340.0
MATSUE,1975.5
MATSUYAMA,1633.0
MITO,1498.5
MIYAZAKI,2590.0
MORIOKA,1229.0
NAGANO,958.5
NAGASAKI,2169.0
NAGOYA,1785.5
NAHA,2122.0
NARA,1473.0
NIIGATA,1858.0
OITA,1959.5
OKAYAMA,1416.5
OSAKA,1614.0
SAGA,2005.5
SAPPORO,1253.5
SENDAI,1214.0
SHIZUOKA,2498.0
TAKAMATSU,1604.0
TOKUSHIMA,2562.5
TOKYO,1479.5
TOTTORI,2375.5
TOYAMA,2668.5
TSU,1751.5
UTSUNOMIYA,1619.5
WAKAYAMA,1750.5
YAMAGATA,1144.5
YAMAGUCHI,1891.0
YOKOHAMA,1557.0
