AKITA,1795.5
AOMORI,1389.5
CHIBA,1604.5
FUKUI,2027.0
FUKUOKA,2420.5
FUKUSHIMA,1172.0
GIFU,1988.0
HIKONE,1628.5
HIROSHIMA,2124.0
KAGOSHIMA,3285.5
KANAZAWA,2390.5
KOBE,1346.5
KOCHI,2823.0
KOFU,1125.0
KUMAGAYA,1301.0
KUMAMOTO,2504.0
KYOTO,1840.0
MAEBASHI,1249.0
MATSUE,1800.0
MATSUYAMA,1583.5
MITO,1426.0
MIYAZAKI,2951.5
MORIOKA,1318.0
NAGANO,923.0
NAGASAKI,2293.0
NAGOYA,1686.0
NAHA,2368.0
NARA,1493.5
NIIGATA,1499.0
OITA,2199.0
OKAYAMA,1513.0
OSAKA,1453.5
SAGA,2586.0
SAPPORO,1360.0
SENDAI,1209.0
SHIZUOKA,2441.5
TAKAMATSU,1286.0
TOKUSHIMA,1715.0
TOKYO,1779.0
TOTTORI,1795.0
TOYAMA,2335.5
TSU,1785.5
UTSUNOMIYA,1591.5
WAKAYAMA,1508.0
YAMAGATA,1243.5
YAMAGUCHI,2493.0
YOKOHAMA,1969.5
