AKITA,1916.5
AOMORI,1382.5
CHIBA,1834.5
FUKUI,2858.0
FUKUOKA,1979.0
FUKUSHIMA,1202.0
GIFU,2249.5
HIKONE,1803.5
HIROSHIMA,2267.0
KAGOSHIMA,2782.0
KANAZAWA,2690.0
KOBE,1637.0
KOCHI,3121.0
KOFU,1246.0
KUMAGAYA,1177.0
KUMAMOTO,2347.5
KYOTO,2034.0
MAEBASHI,1307.5
MATSUE,2223.5
MATSUYAMA,1545.5
MITO,1661.0
MIYAZAKI,3126.0
MORIOKA,1268.5
NAGANO,1075.0
NAGASAKI,2203.5
NAGOYA,1998.5
NAHA,2485.5
NARA,1642.0
NIIGATA,1952.0
OITA,1480.5
OKAYAMA,1191.5
OSAKA,2014.5
SAGA,2480.5
SAPPORO,1089.0
SENDAI,1183.0
SHIZUOKA,2511.0
TAKAMATSU,1135.5
TOKUSHIMA,1481.5
TOKYO,2052.5
TOTTORI,2188.0
TOYAMA,2609.5
TSU,1839.5
UTSUNOMIYA,1740.0
WAKAYAMA,1725.0
YAMAGATA,1037.5
YAMAGUCHI,2132.5
YOKOHAMA,2056.5
