Yokohama,2020,1.70,69.71,38.92
Yokohama,2021,1.70,67.51,39.22
Yokohama,2022,1.68,68.54,39.05
Yokohama,2009,1.63,65.34,39.38
Yokohama,2010,1.66,66.38,39.27
Yokohama,2011,1.63,66.12,39.30
Yokohama,2012,1.59,66.69,39.15
Yokohama,2013,1.66,65.09,39.47
Yokohama,2014,1.62,66.51,39.22
Yokohama,2015,1.67,69.54,38.90
Yokohama,2016,1.69,69.76,38.90
Yokohama,2017,1.63,66.89,39.19
Yokohama,2018,1.72,68.28,39.14
Yokohama,2019,1.69,67.73,39.17
