Kofu,2010,1.52,64.28,39.31
Kofu,2011,1.50,62.37,39.56
Kofu,2012,1.48,62.59,39.47
Kofu,2013,1.55,59.87,39.91
Kofu,2014,1.48,62.31,39.50
Kofu,2015,1.56,63.90,39.42
Kofu,2016,1.57,63.21,39.50
Kofu,2017,1.50,58.32,40.05
Kofu,2018,1.60,59.49,40.04
Kofu,2019,1.59,62.37,39.68
Kofu,2020,1.59,67.96,38.94
Kofu,2021,1.58,66.02,39.18
Kofu,2022,1.57,67.31,39.01
Kofu,2009,1.51,62.25,39.55
