AKITA,11.9
AOMORI,10.5
CHIBA,16.6
FUKUI,14.9
FUKUOKA,17.7
FUKUSHIMA,13.4
GIFU,16.3
HIKONE,15.1
HIROSHIMA,16.6
KAGOSHIMA,18.9
KANAZAWA,11.5
KOBE,17.0
KOCHI,17.3
KOFU,15.4
KUMAGAYA,15.6
KUMAMOTO,17.2
KYOTO,16.2
MAEBASHI,15.2
MATSUE,15.4
MATSUYAMA,16.8
MITO,14.3
MIYAZAKI,17.9
MORIOKA,10.6
NAGANO,12.3
NAGASAKI,17.5
NAGOYA,16.4
NAHA,23.3
NARA,15.3
NIIGATA,13.8
OITA,16.9
OKAYAMA,16.4
OSAKA,17.1
SAGA,17.1
SAPPORO,9.2
SENDAI,12.7
SHIZUOKA,17.2
TAKAMATSU,16.8
TOKUSHIMA,16.8
TOKYO,17.1
TOTTORI,15.5
TOYAMA,14.5
TSU,16.5
UTSUNOMIYA,14.4
WAKAYAMA,17.0
YAMAGATA,11.9
YAMAGUCHI,15.8
YOKOHAMA,13.3
